day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
7,5,Internode,2,0,0,102.50256,30.30372947714647,2.3925292351997265E-4,0.010942282,false,false,0.006959843456321018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Internode,0,0,0,492.5026,15.535724189100295,1.8708027582115124E-4,0.009254566,false,false,0.006434607389472598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Internode,1,0,0,402.5026,18.639066371443068,1.996902579630637E-4,0.009674941,false,false,0.006569898673146066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Internode,2,0,0,102.50256,30.333500359350975,2.3919670775532863E-4,0.010940531,false,false,0.00695932171400602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Internode,0,0,0,492.5026,15.553255072440878,1.8708451067975016E-4,0.009254709,false,false,0.006434653972786073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Internode,1,0,0,402.5026,18.659850944742313,1.9969568036675342E-4,0.00967512,false,false,0.006569955645594081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Internode,2,0,0,102.50256,30.36132440693948,2.3919981840885045E-4,0.010940628,false,false,0.006959350605302712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Internode,0,0,0,492.5026,15.526072814782687,1.870738402135805E-4,0.009254349,false,false,0.006434536912389619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Internode,1,0,0,402.5026,18.627354186979137,1.996820443911591E-4,0.00967467,false,false,0.0065698124768320395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Internode,2,0,0,102.50256,30.31862238474207,2.3919198829632854E-4,0.010940384,false,false,0.006959278004987016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,Internode,0,0,0,492.5026,15.560495959110115,1.8711295628882275E-4,0.009255667,false,false,0.006434965996824671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,Internode,1,0,0,402.5026,18.670201147453962,1.9973203923862094E-4,0.00967632,false,false,0.006570337241190942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,Internode,2,0,0,102.50256,30.369933825117286,2.3922066315354833E-4,0.010941277,false,false,0.0069595441432450346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,Root,0,0,0,102.50256,93.83263932181245,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Root,0,0,0,102.50256,93.63404207972373,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,Root,0,0,0,102.50256,93.80893915594092,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,Root,0,0,0,102.50256,93.77469427427809,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,Root,0,0,0,102.50256,93.5821238818522,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Root,0,0,0,102.50256,93.77578744059055,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Root,0,0,0,102.50256,93.87672625131107,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Root,0,0,0,102.50256,93.72619485047963,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,Root,0,0,0,102.50256,93.87926406232451,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
