day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
5,2,Internode,2,0,0,71.86866,17.415911888070656,1.985754961487429E-4,0.009638127,false,false,0.006558177120361184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,Internode,0,0,0,461.86868,14.88427483183391,1.8458690997200303E-4,0.009170389,false,false,0.006407126193571517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,Internode,1,0,0,371.86868,16.807072458352096,1.9289464602144656E-4,0.009449486,false,false,0.006497737002704252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,Internode,2,0,0,71.86866,17.482485703193834,1.9861446305491012E-4,0.009639415,false,false,0.006558587569953413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,Internode,0,0,0,461.86868,14.844242792733148,1.8450835248202203E-4,0.009167731,false,false,0.006406256237978534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,Internode,1,0,0,371.86868,16.756669328704046,1.9279012775413266E-4,0.009445999,false,false,0.006496613519356109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,Internode,2,0,0,71.86866,17.441642995517707,1.9853483509421854E-4,0.009636783,false,false,0.006557748627638226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,Internode,0,0,0,461.86868,14.798226801465363,1.8459681770773066E-4,0.009170724,false,false,0.006407235843994826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,Internode,1,0,0,371.86868,16.71301568247242,1.9290782261239403E-4,0.009449925,false,false,0.006497878584382953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,Internode,2,0,0,71.86866,17.40566386119988,1.9862449686933902E-4,0.0096397465,false,false,0.0065586933151752765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Internode,0,0,0,461.86868,14.842644790216328,1.8451814603259175E-4,0.009168062,false,false,0.006406364590683101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Internode,1,0,0,371.86868,16.755691044886973,1.928031387023914E-4,0.009446433,false,false,0.006496753467114912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Internode,2,0,0,71.86866,17.44080643903629,1.9854475232161038E-4,0.009637111,false,false,0.00655785311476203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Internode,0,0,0,461.86868,14.875746264257538,1.845224975017695E-4,0.0091682095,false,false,0.006406412847185956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Internode,1,0,0,371.86868,16.7925131906826,1.9280894213883945E-4,0.0094466265,false,false,0.006496815793277061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Internode,2,0,0,71.86866,17.470850056026443,1.9854915443979454E-4,0.009637256,false,false,0.006557899649934922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,Internode,0,0,0,461.86868,14.832984605737163,1.8451154471027658E-4,0.009167839,false,false,0.006406291581973537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,Internode,1,0,0,371.86868,16.744520133225286,1.9279437170039503E-4,0.00944614,false,false,0.006496659170037174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,Internode,2,0,0,71.86866,17.43171235506622,1.9853805426883314E-4,0.009636889,false,false,0.0065577827106139365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,Internode,0,0,0,461.86868,14.879238872037153,1.8455167714353976E-4,0.009169197,false,false,0.0064067360756456795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,Internode,1,0,0,371.86868,16.79870046710915,1.928477734515763E-4,0.009447922,false,false,0.00649723323562291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,Internode,2,0,0,71.86866,17.47578784036246,1.985787393270662E-4,0.009638234,false,false,0.006558211352898543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,Root,0,0,0,71.86866,93.66729086052815,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,Root,0,0,0,71.86866,93.26797416745977,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,Root,0,0,0,71.86866,93.67160279031586,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,Root,0,0,0,71.86866,93.5311541690662,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,Root,0,0,0,71.86866,93.10049572547908,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Root,0,0,0,71.86866,93.50606455681029,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Root,0,0,0,71.86866,93.71370229687388,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,Root,0,0,0,71.86866,93.45347697089372,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,Root,0,0,0,71.86866,93.69222131258519,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
